id,title,abstract,pdf_url
2509.09653v1,Towards A High-Performance Quantum Data Center Network Architecture,"Quantum Data Centers (QDCs) are needed to support large-scale quantum
processing for both academic and commercial applications. While large-scale
quantum computers are constrained by technological and financial barriers, a
modular approach that clusters small quantum computers offers an alternative.
This approach, however, introduces new challenges in network scalability,
entanglement generation, and quantum memory management. In this paper, we
propose a three-layer fat-tree network architecture for QDCs, designed to
address these challenges. Our architecture features a unique leaf switch and an
advanced swapping spine switch design, optimized to handle high volumes of
entanglement requests as well as a queue scheduling mechanism that efficiently
manages quantum memory to prevent decoherence. Through queuing-theoretical
models and simulations in NetSquid, we demonstrate the proposed architecture's
scalability and effectiveness in maintaining high entanglement fidelity,
offering a practical path forward for modular QDC networks.",http://arxiv.org/pdf/2509.09653v1
2509.09651v1,Retrieval-Augmented Generation for Reliable Interpretation of Radio Regulations,"We study question answering in the domain of radio regulations, a legally
sensitive and high-stakes area. We propose a telecom-specific
Retrieval-Augmented Generation (RAG) pipeline and introduce, to our knowledge,
the first multiple-choice evaluation set for this domain, constructed from
authoritative sources using automated filtering and human validation. To assess
retrieval quality, we define a domain-specific retrieval metric, under which
our retriever achieves approximately 97% accuracy. Beyond retrieval, our
approach consistently improves generation accuracy across all tested models. In
particular, while naively inserting documents without structured retrieval
yields only marginal gains for GPT-4o (less than 1%), applying our pipeline
results in nearly a 12% relative improvement. These findings demonstrate that
carefully targeted grounding provides a simple yet strong baseline and an
effective domain-specific solution for regulatory question answering. All code
and evaluation scripts, along with our derived question-answer dataset, are
available at https://github.com/Zakaria010/Radio-RAG.",http://arxiv.org/pdf/2509.09651v1
2509.09650v1,All for One: LLMs Solve Mental Math at the Last Token With Information Transferred From Other Tokens,"Large language models (LLMs) demonstrate proficiency across numerous
computational tasks, yet their inner workings remain unclear. In theory, the
combination of causal self-attention and multilayer perceptron layers allows
every token to access and compute information based on all preceding tokens. In
practice, to what extent are such operations present? In this paper, on mental
math tasks (i.e., direct math calculation via next-token prediction without
explicit reasoning), we investigate this question in three steps: inhibiting
input-specific token computations in the initial layers, restricting the routes
of information transfer across token positions in the next few layers, and
forcing all computation to happen at the last token in the remaining layers.
With two proposed techniques, Context-Aware Mean Ablation (CAMA) and
Attention-Based Peeking (ABP), we identify an All-for-One subgraph (AF1) with
high accuracy on a wide variety of mental math tasks, where meaningful
computation occurs very late (in terms of layer depth) and only at the last
token, which receives information of other tokens in few specific middle
layers. Experiments on a variety of models and arithmetic expressions show that
this subgraph is sufficient and necessary for high model performance, transfers
across different models, and works on a variety of input styles. Ablations on
different CAMA and ABP alternatives reveal their unique advantages over other
methods, which may be of independent interest.",http://arxiv.org/pdf/2509.09650v1
2509.09647v1,Reconstructing the origin of black hole mergers using sparse astrophysical models,"The astrophysical origin of binary black hole mergers discovered by LIGO and
Virgo remains uncertain. Efforts to reconstruct the processes that lead to
mergers typically rely on either astrophysical models with fixed parameters, or
continuous analytical models that can be fit to observations. Given the
complexity of astrophysical formation mechanisms, these methods typically
cannot fully take into account model uncertainties, nor can they fully capture
the underlying processes. Here, we present a merger population analysis that
can take a discrete set of simulated model distributions as its input to
interpret observations. The analysis can take into account multiple formation
scenarios as fractional contributors to the total set of observations, and can
naturally account for model uncertainties. We apply this technique to
investigate the origin of black hole mergers observed by LIGO Virgo.
Specifically, we consider a model of AGN assisted black hole merger
distributions, exploring a range of AGN parameters along with several {{SEVN}}
population synthesis models that vary in common envelope efficiency parameter
($\alpha$) and metallicity ($Z$). We estimate the posterior distributions for
AGN+SEVN models using $87$ BBH detections from the $O1--O3$ observation runs.
The inferred total merger rate is $46.2 {Gpc}^{-3} {yr}^{-1}$, with the AGN
sub-population contributing $21.2{Gpc}^{-3}{yr}^{-1}$ and the SEVN
sub-population contributing $25.0 {Gpc}^{-3} {yr}^{-1}$.",http://arxiv.org/pdf/2509.09647v1
2509.09645v1,Explaining the Reputational Risks of AI-Mediated Communication: Messages Labeled as AI-Assisted Are Viewed as Less Diagnostic of the Sender's Moral Character,"When someone sends us a thoughtful message, we naturally form judgments about
their character. But what happens when that message carries a label indicating
it was written with the help of AI? This paper investigates how the appearance
of AI assistance affects our perceptions of message senders. Adding nuance to
previous research, through two studies (N=399) featuring vignette scenarios, we
find that AI-assistance labels don't necessarily make people view senders
negatively. Rather, they dampen the strength of character signals in
communication. We show that when someone sends a warmth-signalling message
(like thanking or apologizing) without AI help, people more strongly categorize
the sender as warm. At the same time, when someone sends a coldness-signalling
message (like bragging or blaming) without assistance, people more confidently
categorize them as cold. Interestingly, AI labels weaken both these
associations: An AI-assisted apology makes the sender appear less warm than if
they had written it themselves, and an AI-assisted blame makes the sender
appear less cold than if they had composed it independently. This supports our
signal diagnosticity explanation: messages labeled as AI-assisted are viewed as
less diagnostic than messages which seem unassisted. We discuss how our
findings shed light on the causal origins of previously reported observations
in AI-Mediated Communication.",http://arxiv.org/pdf/2509.09645v1
2509.09644v1,RSMA-Enhanced Data Collection in RIS-Assisted Intelligent Consumer Transportation Systems,"This paper investigates the data collection enhancement problem in a
reconfigurable intelligent surface (RIS)-empowered intelligent consumer
transportation system (ICTS). We propose a novel framework where a data center
(DC) provides energy to pre-configured roadside unit (RSU) pairs during the
downlink stage. While in the uplink stage, these RSU pairs utilize a hybrid
rate-splitting multiple access (RSMA) and time-division multiple access (TDMA)
protocol to transmit the processed data to the DC, while simultaneously
performing local data processing using the harvested energy. Our objective is
to maximize the minimal processed data volume of the RSU pairs by jointly
optimizing the RIS downlink and uplink phase shifts, the transmit power of the
DC and RSUs, the RSU computation resource allocation, and the time slot
allocation. To address the formulated non-convex problem, we develop an
efficient iterative algorithm integrating alternating optimization and
sequential rank-one constraint relaxation methods. Extensive simulations
demonstrate that the proposed algorithm significantly outperforms baseline
schemes under diverse scenarios, validating its effectiveness in enhancing the
data processing performance for intelligent transportation applications.",http://arxiv.org/pdf/2509.09644v1
2509.09642v1,Resource quantification for programming low-depth quantum circuits,"Noisy intermediate-scale quantum (NISQ) devices pave the way to implement
quantum algorithms that exhibit supremacy over their classical counterparts.
Due to the intrinsic noise and decoherence in the physical system, NISQ
computations are naturally modeled as large-size but low-depth quantum
circuits. Practically, to execute such quantum circuits, we need to pass
commands to a programmable quantum computer. Existing programming approaches,
dedicated to generic unitary transformations, are inefficient in terms of the
computational resources under the low-depth assumption and remain far from
satisfactory. As such, to realize NISQ algorithms, it is crucial to find an
efficient way to program low-depth circuits as the qubit number $N$ increases.
Here, we investigate the gate complexity and the size of quantum memory (known
as the program cost) required to program low-depth brickwork circuits. We
unveil a $\sim N \text{poly} \log N$ worst-case program cost of universal
programming of low-depth brickwork circuits in the large $N$ regime, which is a
tight characterization. Moreover, we analyze the trade-off between the cost of
describing the layout of local gates and the cost of programming them to the
targeted unitaries via the light-cone argument. Our findings suggest that
faithful gate-wise programming is optimal in the low-depth regime.",http://arxiv.org/pdf/2509.09642v1
2509.09638v1,CryptoGuard: An AI-Based Cryptojacking Detection Dashboard Prototype,"With the widespread adoption of cryptocurrencies, cryptojacking has become a
significant security threat to crypto wallet users. This paper presents a
front-end prototype of an AI-powered security dashboard, namely, CryptoGuard.
Developed through a user-centered design process, the prototype was constructed
as a high-fidelity, click-through model from Figma mockups to simulate key user
interactions. It is designed to assist users in monitoring their login and
transaction activity, identifying any suspicious behavior, and enabling them to
take action directly within the wallet interface. The dashboard is designed for
a general audience, prioritizing an intuitive user experience for non-technical
individuals. Although its AI functionality is conceptual, the prototype
demonstrates features like visual alerts and reporting. This work is positioned
explicitly as a design concept, bridging cryptojacking detection research with
human-centered interface design. This paper also demonstrates how usability
heuristics can directly inform a tool's ability to support rapid and confident
decision-making under real-world threats. This paper argues that practical
security tools require not only robust backend functionality but also a
user-centric design that communicates risk and empowers users to take
meaningful action.",http://arxiv.org/pdf/2509.09638v1
2509.09632v1,Nonlinear Independent Component Analysis Scheme and its application to gravitational wave data analysis,"Noise subtraction is a crucial process in gravitational wave (GW) data
analysis to improve the sensitivity of interferometric detectors. While linear
noise coupling has been extensively studied and successfully mitigated using
methods such as Wiener filtering, subtraction of non-linearly coupled and
non-stationary noise remains a significant challenge. In this work, we propose
a novel independent component analysis (ICA)-based framework designed to
address non-linear coupling in noise subtraction. Building upon previous
developments, we derive a method to estimate general quadratic noise coupling
while maintaining computational transparency compared to machine learning
approaches. The proposed method is tested with simulated data and real GW
strain data from KAGRA. Our results demonstrate the potential of this framework
to effectively mitigate complex noise structures, providing a promising avenue
for improving the sensitivity of GW detectors.",http://arxiv.org/pdf/2509.09632v1
2509.09631v1,DiFlow-TTS: Discrete Flow Matching with Factorized Speech Tokens for Low-Latency Zero-Shot Text-To-Speech,"Zero-shot Text-to-Speech (TTS) aims to synthesize high-quality speech that
mimics the voice of an unseen speaker using only a short reference sample,
requiring not only speaker adaptation but also accurate modeling of prosodic
attributes. Recent approaches based on language models, diffusion, and flow
matching have shown promising results in zero-shot TTS, but still suffer from
slow inference and repetition artifacts. Discrete codec representations have
been widely adopted for speech synthesis, and recent works have begun to
explore diffusion models in purely discrete settings, suggesting the potential
of discrete generative modeling for speech synthesis. However, existing
flow-matching methods typically embed these discrete tokens into a continuous
space and apply continuous flow matching, which may not fully leverage the
advantages of discrete representations. To address these challenges, we
introduce DiFlow-TTS, which, to the best of our knowledge, is the first model
to explore purely Discrete Flow Matching for speech synthesis. DiFlow-TTS
explicitly models factorized speech attributes within a compact and unified
architecture. It leverages in-context learning by conditioning on textual
content, along with prosodic and acoustic attributes extracted from a reference
speech, enabling effective attribute cloning in a zero-shot setting. In
addition, the model employs a factorized flow prediction mechanism with
distinct heads for prosody and acoustic details, allowing it to learn
aspect-specific distributions. Experimental results demonstrate that DiFlow-TTS
achieves promising performance in several key metrics, including naturalness,
prosody, preservation of speaker style, and energy control. It also maintains a
compact model size and achieves low-latency inference, generating speech up to
25.8 times faster than the latest existing baselines.",http://arxiv.org/pdf/2509.09631v1
2509.09630v1,I Know Who Clones Your Code: Interpretable Smart Contract Similarity Detection,"Widespread reuse of open-source code in smart contract development boosts
programming efficiency but significantly amplifies bug propagation across
contracts, while dedicated methods for detecting similar smart contract
functions remain very limited. Conventional abstract-syntax-tree (AST) based
methods for smart contract similarity detection face challenges in handling
intricate tree structures, which impedes detailed semantic comparison of code.
Recent deep-learning based approaches tend to overlook code syntax and
detection interpretability, resulting in suboptimal performance.
  To fill this research gap, we introduce SmartDetector, a novel approach for
computing similarity between smart contract functions, explainable at the
fine-grained statement level. Technically, SmartDetector decomposes the AST of
a smart contract function into a series of smaller statement trees, each
reflecting a structural element of the source code. Then, SmartDetector uses a
classifier to compute the similarity score of two functions by comparing each
pair of their statement trees. To address the infinite hyperparameter space of
the classifier, we mathematically derive a cosine-wise diffusion process to
efficiently search optimal hyperparameters. Extensive experiments conducted on
three large real-world datasets demonstrate that SmartDetector outperforms
current state-of-the-art methods by an average improvement of 14.01% in
F1-score, achieving an overall average F1-score of 95.88%.",http://arxiv.org/pdf/2509.09630v1
2509.09629v1,Bridging the Capability Gap: Joint Alignment Tuning for Harmonizing LLM-based Multi-Agent Systems,"The advancement of large language models (LLMs) has enabled the construction
of multi-agent systems to solve complex tasks by dividing responsibilities
among specialized agents, such as a planning agent for subgoal generation and a
grounding agent for executing tool-use actions. Most existing methods typically
fine-tune these agents independently, leading to capability gaps among them
with poor coordination. To address this, we propose MOAT, a Multi-Agent Joint
Alignment Tuning framework that improves agents collaboration through iterative
alignment. MOAT alternates between two key stages: (1) Planning Agent
Alignment, which optimizes the planning agent to generate subgoal sequences
that better guide the grounding agent; and (2) Grounding Agent Improving, which
fine-tunes the grounding agent using diverse subgoal-action pairs generated by
the agent itself to enhance its generalization capablity. Theoretical analysis
proves that MOAT ensures a non-decreasing and progressively convergent training
process. Experiments across six benchmarks demonstrate that MOAT outperforms
state-of-the-art baselines, achieving average improvements of 3.1% on held-in
tasks and 4.4% on held-out tasks.",http://arxiv.org/pdf/2509.09629v1
2509.09626v1,Environmental vs. intrinsic quenching at cosmic noon: Predictions from cosmological hydrodynamical simulations for VLT-MOONRISE,"We present an investigation into the quenching of simulated galaxies across
cosmic time, honing in on the role played by both intrinsic and environmental
mechanisms at different epochs. In anticipation of VLT-MOONRISE, the first
wide-field spectroscopic galaxy survey to target cosmic noon, this work
provides clear predictions to compare to the future observations. We
investigate the quenching of centrals, high-mass satellites, and low-mass
satellites from two cosmological hydrodynamical simulations: IllustrisTNG and
EAGLE. Satellites are split according to bespoke mass thresholds, designed to
separate environmental and intrinsic quenching mechanisms. To determine the
best parameter for predicting quiescence, we apply a Random Forest
classification analysis for each galaxy class at each epoch. The Random Forest
classification determines supermassive black hole mass as the best predictor of
quiescence in centrals and high-mass satellites. Alternatively, the quenching
of low-mass satellites is best predicted by group halo mass, at all epochs.
Additionally, we investigate the evolution in the dependence of the quenched
fraction with various parameters, revealing a more complex picture. There is
strong evidence for the rejuvenation of star formation from z = 2 to z = 0 in
EAGLE, but not in IllustrisTNG. The starkest discrepancy between simulations
rests in the mass threshold analysis. While IllustrisTNG predicts the existence
of environmentally quenched satellites visible within the survey limits of
MOONRISE, EAGLE does not. Hence, MOONRISE will provide critical data that is
needed to evaluate current models, and constrain future models, of quenching
processes.",http://arxiv.org/pdf/2509.09626v1
2509.09623v1,Extending orders to types,"Given an ordered structure, we study a natural way to extend the order to
preorders on type spaces. For definably complete, linearly ordered structures,
we give a characterisation of the preorder on the space of 1-types. We apply
these results to the divisibility preorder on ultrafilters, giving an
independence result about the suborder consisting of ultrafilters with only one
fixed prime divisor, as well as a classification of ultrafilters with finitely
many prime divisors.",http://arxiv.org/pdf/2509.09623v1
2509.09621v1,Credible Scores,"We study cheap talk with simple language, where the sender communicates using
a score that aggregates a multidimensional state. Both the sender and the
receiver share the same payoffs, given by a quadratic loss function. We show
that the restriction to scores introduces strategic considerations. First,
equilibrium payoffs can be strictly lower than those achievable under
commitment to a scoring rule. Second, we prove that any equilibrium score must
be either linear or discrete. Finally, assuming normally distributed states, we
fully characterize the set of equilibrium linear scores, which includes both
the ex-ante best and the worst linear scores.",http://arxiv.org/pdf/2509.09621v1
2509.09614v1,LoCoBench: A Benchmark for Long-Context Large Language Models in Complex Software Engineering,"The emergence of long-context language models with context windows extending
to millions of tokens has created new opportunities for sophisticated code
understanding and software development evaluation. We propose LoCoBench, a
comprehensive benchmark specifically designed to evaluate long-context LLMs in
realistic, complex software development scenarios. Unlike existing code
evaluation benchmarks that focus on single-function completion or short-context
tasks, LoCoBench addresses the critical evaluation gap for long-context
capabilities that require understanding entire codebases, reasoning across
multiple files, and maintaining architectural consistency across large-scale
software systems. Our benchmark provides 8,000 evaluation scenarios
systematically generated across 10 programming languages, with context lengths
spanning 10K to 1M tokens, a 100x variation that enables precise assessment of
long-context performance degradation in realistic software development
settings. LoCoBench introduces 8 task categories that capture essential
long-context capabilities: architectural understanding, cross-file refactoring,
multi-session development, bug investigation, feature implementation, code
comprehension, integration testing, and security analysis. Through a 5-phase
pipeline, we create diverse, high-quality scenarios that challenge LLMs to
reason about complex codebases at unprecedented scale. We introduce a
comprehensive evaluation framework with 17 metrics across 4 dimensions,
including 8 new evaluation metrics, combined in a LoCoBench Score (LCBS). Our
evaluation of state-of-the-art long-context models reveals substantial
performance gaps, demonstrating that long-context understanding in complex
software development represents a significant unsolved challenge that demands
more attention. LoCoBench is released at:
https://github.com/SalesforceAIResearch/LoCoBench.",http://arxiv.org/pdf/2509.09614v1
2509.09606v1,A Multi-Scale Feature Extraction and Fusion UNet for Pathloss Prediction in UAV-Assisted mmWave Radio Networks,"Accurate pathloss prediction is essential for the design and optimization of
UAV-assisted millimeter-wave (mmWave) networks. While deep learning approaches
have shown strong potential, their generalization across diverse environments,
robustness to noisy inputs, and sensitivity to UAV altitude remain
underexplored. To address these challenges, we propose a UNet-based deep
learning architecture that combines multi-scale feature extraction,
convolution-based feature fusion, and an atrous spatial pyramid pooling (ASPP)
bottleneck for efficient context aggregation. The model predicts pathloss maps
from log-distance, line-of-sight (LOS) mask, and building mask inputs. In
addition, we develop a fully vectorized LOS mask computation algorithm that
significantly accelerates pre-processing and enables large-scale dataset
generation. Extensive evaluations on both in-house ray-tracing data and the
RadioMapSeer benchmark demonstrate that the proposed model outperforms several
state-of-the-art baselines in accuracy and efficiency. All source code is
publicly released to support reproducibility and future research.",http://arxiv.org/pdf/2509.09606v1
